t # 0
v 0 18
v 1 24
v 2 5
v 3 16
v 4 11
v 5 27
v 6 22
v 7 15
v 8 13
v 9 3
v 10 30
v 11 7
v 12 29
v 13 17
v 14 25
v 15 14
v 16 10
v 17 2
v 18 31
v 19 21
e 6 11 1
e 6 12 1
e 6 13 1
e 6 14 1
e 6 17 1
e 6 19 1
e 6 24 1
e 6 26 1
e 6 27 1
e 6 28 1
e 7 8 1
e 7 9 1
e 7 10 1
e 7 11 1
e 7 12 1
e 7 15 1
e 7 16 1
e 7 18 1
e 7 19 1
e 7 21 1
e 7 22 1
e 7 23 1
e 7 25 1
e 7 26 1
e 7 27 1
e 7 28 1
e 8 9 1
e 8 10 1
e 8 11 1
e 8 12 1
e 8 16 1
e 8 18 1
e 8 19 1
e 8 22 1
e 8 23 1
e 8 24 1
e 8 25 1
e 8 26 1
e 8 27 1
e 8 28 1
e 9 10 1
e 9 11 1
e 9 12 1
e 9 14 1
e 9 15 1
e 9 16 1
e 9 17 1
e 9 18 1
e 9 21 1
e 9 22 1
e 9 23 1
e 9 24 1
e 9 25 1
e 9 26 1
e 9 28 1
e 10 11 1
e 10 13 1
e 10 14 1
e 10 16 1
e 10 18 1
e 10 20 1
e 10 21 1
e 10 22 1
e 10 23 1
e 10 24 1
e 10 25 1
e 10 27 1
e 11 12 1
e 11 14 1
e 11 15 1
e 11 16 1
e 11 17 1
e 11 18 1
e 11 19 1
e 11 20 1
e 11 22 1
e 11 23 1
e 11 26 1
e 12 13 1
e 12 14 1
e 12 15 1
e 12 18 1
e 12 19 1
e 12 20 1
e 12 21 1
e 12 23 1
e 12 24 1
e 12 25 1
e 12 26 1
e 12 27 1
e 12 28 1
e 13 14 1
e 13 15 1
e 13 16 1
e 13 17 1
e 13 18 1
e 13 20 1
e 13 21 1
e 13 22 1
e 13 23 1
e 13 26 1
e 13 27 1
e 13 28 1
e 14 15 1
e 14 16 1
e 14 17 1
e 14 18 1
e 14 19 1
e 14 20 1
e 14 22 1
e 14 23 1
e 14 24 1
e 14 25 1
e 14 26 1
e 14 28 1
e 15 17 1
e 15 18 1
e 15 19 1
e 15 20 1
e 15 22 1
e 15 23 1
e 15 25 1
e 15 26 1
e 15 27 1
e 16 17 1
e 16 18 1
e 16 19 1
e 16 22 1
e 16 23 1
e 16 24 1
e 16 26 1
e 16 27 1
e 16 28 1
e 17 18 1
e 17 19 1
e 17 20 1
e 17 23 1
e 17 24 1
e 17 25 1
e 17 26 1
e 17 27 1
e 17 28 1
e 18 19 1
e 18 20 1
e 18 21 1
e 18 24 1
e 18 25 1
e 18 27 1
e 18 28 1
e 19 20 1
e 19 21 1
e 19 24 1
e 19 25 1
e 19 27 1
e 20 21 1
e 20 22 1
e 20 23 1
e 20 24 1
e 20 25 1
e 20 26 1
e 20 28 1
e 21 22 1
e 21 25 1
e 21 26 1
e 21 28 1
e 22 23 1
e 22 25 1
e 22 26 1
e 22 27 1
e 23 24 1
e 23 25 1
e 23 27 1
e 23 28 1
e 24 25 1
e 24 26 1
e 24 27 1
e 26 27 1
e 26 28 1
t # 49
v 0 24
v 1 18
v 2 9
v 3 5
v 4 26
v 5 13
v 6 15
v 7 11
v 8 6
v 9 1
v 10 29
v 11 22
v 12 31
v 13 30
v 14 12
v 15 23
v 16 8
v 17 4
v 18 27
v 19 7
v 20 19
v 21 3
v 22 25
e 0 1 1
e 0 2 1
e 0 3 1
e 0 5 1
e 0 8 1
e 0 15 1
e 0 17 1
e 0 18 1
e 0 21 1
e 1 2 1
e 1 3 1
e 1 9 1
e 1 11 1
e 1 12 1
e 1 13 1
e 1 15 1
e 1 20 1
e 2 6 1
e 2 7 1
e 2 8 1
e 2 11 1
e 2 12 1
e 2 22 1
e 3 5 1
e 3 7 1
e 3 11 1
e 3 19 1
e 3 22 1
e 4 14 1
e 4 21 1
e 4 22 1
e 5 8 1
e 5 10 1
e 5 12 1
e 5 13 1
e 5 21 1
e 6 10 1
e 6 11 1
e 6 15 1
e 6 18 1
e 6 22 1
e 7 12 1
e 7 13 1
e 7 22 1
e 8 11 1
e 8 19 1
e 8 20 1
e 8 22 1
e 9 10 1
e 9 12 1
e 9 13 1
e 9 15 1
e 9 16 1
e 9 20 1
e 10 13 1
e 10 14 1
e 10 17 1
e 10 21 1
e 10 22 1
e 11 14 1
e 11 15 1
e 12 13 1
e 12 20 1
e 12 21 1
e 13 18 1
e 13 20 1
e 14 15 1
e 15 16 1
e 15 19 1
e 15 22 1
e 16 18 1
e 16 22 1
e 17 20 1
e 18 19 1
e 18 20 1
e 20 22 1
